Latitude,Longitude,No.,Red %,NIR %,NDVI_Scan,Date,MCARI,mND705,NDVI,PRI,RedEdgeRatio,WBI
N34 02.922,W117 49.246,N=61,18,5,0.6,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.941,W117 49.201,N=62,26,2,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.945,W117 49.203,N=63,8,8,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.943,W117 49.213,N=64,9,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.943,W117 49.222,N=65,9,2,0.6,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.935,W117 49.230,N=66,8,5,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.39607843137254894,0.5294117647058822,0.5294117647058822
N34 02.930,W117 49.236,N=67,8,5,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.928,W117 49.249,N=68,8,4,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.937,W117 49.252,N=69,9,0,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.941,W117 49.250,N=70,10,0,0.5,,-0.45882352941176474,0.8352941176470587,0.8509803921568628,0.8509803921568628,0.5294117647058822,0.8509803921568628
N34 02.943,W117 49.249,N=71,8,6,0.5,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.949,W117 49.248,N=72,8,6,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.953,W117 49.245,N=73,8,1,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.957,W117 49.242,N=74,9,6,0.6,,0.39607843137254894,0.9137254901960785,0.39607843137254894,0.5294117647058822,0.8509803921568628,0.5294117647058822
N34 02.960,W117 49.242,N=75,10,4,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.953,W117 49.245,N=76,8,5,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.945,W117 49.248,N=77,10,0,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.8352941176470587
N34 02.941,W117 49.249,N=78,9,7,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.938,W117 49.250,N=79,16,6,0.5,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.936,W117 49.252,N=80,20,0,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.937,W117 49.248,N=81,21,4,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.943,W117 49.245,N=82,24,2,0.5,,0.8352941176470587,0.8352941176470587,0.39607843137254894,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.948,W117 49.243,N=83,20,3,0.6,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.953,W117 49.241,N=84,19,0,0.6,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.957,W117 49.240,N=85,25,9,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.964,W117 49.238,N=86,20,8,0.6,,0.9137254901960785,0.8509803921568628,0.39607843137254894,-0.45882352941176474,0.39607843137254894,0.5294117647058822
N34 02.969,W117 49.235,N=87,20,3,0.6,,-0.45882352941176474,0.8509803921568628,0.39607843137254894,-0.45882352941176474,0.5294117647058822,0.8352941176470587
N34 02.973,W117 49.234,N=88,7,6,0.5,,-0.45882352941176474,0.8352941176470587,0.8509803921568628,0.5294117647058822,0.5294117647058822,0.8509803921568628
N34 02.978,W117 49.232,N=89,21,6,0.6,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.983,W117 49.229,N=90,21,3,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.991,W117 49.227,N=91,21,0,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.996,W117 49.226,N=92,18,2,0.5,,-0.45882352941176474,0.8352941176470587,-0.45882352941176474,0.39607843137254894,0.5294117647058822,0.5294117647058822
N34 02.995,W117 49.225,N=93,19,4,0.6,,-0.45882352941176474,0.8352941176470587,-0.45882352941176474,0.9137254901960785,0.5294117647058822,0.5294117647058822
N34 02.991,W117 49.227,N=94,22,6,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.985,W117 49.229,N=95,7,5,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.981,W117 49.230,N=96,18,1,0.6,,-0.45882352941176474,0.8509803921568628,0.39607843137254894,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.978,W117 49.231,N=97,17,2,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.976,W117 49.232,N=98,18,0,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.971,W117 49.234,N=99,17,5,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.967,W117 49.235,N=100,9,1,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.961,W117 49.238,N=101,17,5,0.6,,-0.45882352941176474,0.8352941176470587,0.9137254901960785,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.957,W117 49.239,N=102,16,2,0.6,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.954,W117 49.240,N=103,8,8,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.947,W117 49.243,N=104,17,1,0.6,,-0.45882352941176474,0.5294117647058822,0.8509803921568628,0.39607843137254894,-0.45882352941176474,0.5294117647058822
N34 02.945,W117 49.244,N=105,17,1,0.6,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.941,W117 49.245,N=106,16,7,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.936,W117 49.247,N=107,22,5,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.934,W117 49.247,N=108,26,7,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.926,W117 49.248,N=109,35,3,0.5,,-0.45882352941176474,0.8509803921568628,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.934,W117 49.245,N=110,17,0,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.937,W117 49.243,N=111,21,5,0.6,,0.39607843137254894,0.9137254901960785,0.39607843137254894,-0.45882352941176474,0.39607843137254894,0.5294117647058822
N34 02.943,W117 49.241,N=112,17,7,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.951,W117 49.238,N=113,26,3,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.956,W117 49.237,N=114,13,6,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.962,W117 49.234,N=115,9,2,0.6,,0.39607843137254894,0.9137254901960785,0.39607843137254894,-0.45882352941176474,0.39607843137254894,0.5294117647058822
N34 02.968,W117 49.231,N=116,17,6,0.6,,-0.45882352941176474,0.5294117647058822,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.962,W117 49.235,N=117,17,3,0.6,8/13/2023,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.951,W117 49.240,N=118,16,1,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.939,W117 49.244,N=119,19,0,0.6,,-0.45882352941176474,0.8509803921568628,0.8509803921568628,0.39607843137254894,0.5294117647058822,0.5294117647058822
N34 02.924,W117 49.248,N=120,20,3,0.6,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.919,W117 49.243,N=121,15,4,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.923,W117 49.232,N=122,22,9,0.6,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.936,W117 49.218,N=123,9,3,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.943,W117 49.210,N=124,18,6,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.941,W117 49.194,N=125,12,3,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.938,W117 49.184,N=126,17,2,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.939,W117 49.184,N=127,15,3,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.937,W117 49.181,N=128,15,8,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.938,W117 49.179,N=129,10,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.936,W117 49.158,N=130,9,7,0.5,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.915,W117 49.116,N=131,17,6,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.920,W117 49.078,N=132,8,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.953,W117 49.042,N=133,12,2,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.997,W117 49.006,N=134,20,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.997,W117 49.006,N=135,14,6,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.998,W117 49.005,N=136,17,7,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.024,W117 48.984,N=137,16,6,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.076,W117 48.945,N=138,9,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.167,W117 48.875,N=139,13,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.270,W117 48.780,N=140,18,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.410,W117 48.646,N=141,8,2,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.526,W117 48.491,N=142,11,0,0.5,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.564,W117 48.364,N=143,10,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.657,W117 48.122,N=144,9,5,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.765,W117 47.967,N=145,10,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.844,W117 47.891,N=146,10,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.867,W117 47.858,N=147,9,1,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.848,W117 47.840,N=148,10,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 03.833,W117 47.832,N=149,10,5,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.942,W117 49.200,N=150,8,3,0.5,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.943,W117 49.201,N=151,9,0,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.944,W117 49.209,N=152,8,7,0.6,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
N34 02.937,W117 49.225,N=153,8,3,0.6,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.939,W117 49.225,N=154,8,6,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.39607843137254894,-0.45882352941176474,0.8352941176470587
N34 02.944,W117 49.224,N=155,20,9,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.950,W117 49.223,N=156,19,3,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.962,W117 49.223,N=157,8,6,0.6,,-1.0,0.8352941176470587,-0.45882352941176474,0.8352941176470587,-0.45882352941176474,0.5294117647058822
N34 02.971,W117 49.224,N=158,22,3,0.6,,-0.45882352941176474,0.8352941176470587,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.968,W117 49.225,N=159,10,4,0.6,,-0.45882352941176474,0.8352941176470587,-0.45882352941176474,0.39607843137254894,-0.45882352941176474,-0.45882352941176474
N34 02.961,W117 49.227,N=160,19,1,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.955,W117 49.229,N=161,17,1,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.953,W117 49.230,N=162,16,5,0.6,,-0.45882352941176474,0.8509803921568628,0.39607843137254894,0.39607843137254894,0.5294117647058822,0.8352941176470587
N34 02.946,W117 49.233,N=163,18,8,0.5,,0.8352941176470587,0.8509803921568628,0.39607843137254894,0.5294117647058822,0.8509803921568628,0.5294117647058822
N34 02.941,W117 49.235,N=164,20,9,0.6,,-0.45882352941176474,0.8509803921568628,0.39607843137254894,0.8509803921568628,0.39607843137254894,0.5294117647058822
N34 02.936,W117 49.237,N=165,20,3,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.931,W117 49.238,N=166,20,6,0.6,,-0.45882352941176474,0.8509803921568628,0.8509803921568628,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.927,W117 49.240,N=167,19,0,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.924,W117 49.244,N=168,15,7,0.6,8/16/2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.927,W117 49.244,N=169,19,3,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.932,W117 49.242,N=170,8,4,0.6,,-0.45882352941176474,0.8509803921568628,0.39607843137254894,-0.45882352941176474,0.5294117647058822,0.5294117647058822
N34 02.937,W117 49.241,N=171,16,4,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.945,W117 49.238,N=172,16,7,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.950,W117 49.236,N=173,10,0,0.6,,0.8352941176470587,0.8509803921568628,0.39607843137254894,-0.45882352941176474,0.39607843137254894,0.5294117647058822
N34 02.954,W117 49.235,N=174,17,8,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.961,W117 49.232,N=175,13,5,0.5,,0.39607843137254894,0.8352941176470587,0.39607843137254894,0.5294117647058822,0.8509803921568628,0.5294117647058822
N34 02.964,W117 49.231,N=176,23,8,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.968,W117 49.230,N=177,25,9,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.972,W117 49.229,N=178,21,6,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8352941176470587,0.5294117647058822,0.5294117647058822
N34 02.978,W117 49.226,N=179,17,3,0.6,,-0.45882352941176474,0.8352941176470587,-0.45882352941176474,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.987,W117 49.225,N=180,10,0,0.6,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.989,W117 49.225,N=181,17,3,0.7,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.984,W117 49.226,N=182,10,0,0.6,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N34 02.978,W117 49.228,N=183,22,4,0.6,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.975,W117 49.229,N=184,23,3,0.5,,-0.45882352941176474,0.8352941176470587,0.5294117647058822,0.8509803921568628,0.5294117647058822,0.5294117647058822
N34 02.971,W117 49.231,N=185,16,6,0.6,,0.5294117647058822,0.9137254901960785,0.39607843137254894,0.5294117647058822,0.5294117647058822,0.5294117647058822
N34 02.963,W117 49.233,N=186,8,8,0.5,,-0.45882352941176474,0.8352941176470587,0.8352941176470587,0.5294117647058822,0.5294117647058822,0.5294117647058822
